Nro. Pedido;Clase Pedido;Fecha Pedido;Proveedor;Centro;Material;Comprador;Cantidad;Importe;Fecha Entrega;Fecha Entrega real;Cond. Pago;Estrategia;Fecha Devolucion;Motivo;Nro. SolPed
4500004766;COM3;9/9/2017;1001;CEN1;1000001;COMP04;2215;$ 718.891;27/11/2017;29/11/2017;CP03;AA03;;;10004766
4500004767;COM3;25/5/2017;1003;CEN3;1000001;COMP05;4034;$ 858.171;20/6/2017;15/6/2017;CP04;AA01;;;10004767
4500004768;COM2;1/12/2016;1006;CEN1;1000006;COMP04;2375;$ 620.706;2/12/2016;3/12/2016;CP01;AA02;;;10004768
4500004769;COM2;17/10/2017;1005;CEN3;1000003;COMP03;4661;$ 64.701;4/11/2017;28/10/2017;CP04;AA01;1/11/2017;CALI;10004769
4500004770;COM2;6/5/2017;1009;CEN3;1000006;COMP01;3759;$ 11.988;13/6/2017;10/7/2017;CP01;AA01;;;10004770
4500004771;COM3;27/8/2016;1007;CEN2;1000003;COMP04;2719;$ 74.196;31/8/2016;16/8/2016;CP03;AA03;;;10004771
4500004772;COM1;11/6/2017;1005;CEN2;1000001;COMP05;4497;$ 260.630;;;CP02;AA04;;;10004772
4500004773;COM2;16/12/2017;1007;CEN3;1000001;COMP01;776;$ 405.507;22/12/2017;20/12/2017;CP04;AA01;;;10004773
4500004774;COM2;7/5/2016;1010;CEN3;1000005;COMP03;2075;$ 408.697;27/5/2016;30/5/2016;CP01;AA02;;;10004774
4500004775;COM3;25/8/2016;1008;CEN2;1000004;COMP02;1586;$ 117.752;23/9/2016;4/9/2016;CP02;AA01;;;10004775
4500004776;COM2;13/10/2016;1005;CEN2;1000002;COMP02;75;$ 801.321;13/11/2016;20/11/2016;CP04;AA03;;;10004776
4500004777;COM2;6/9/2016;1007;CEN3;1000004;COMP04;99;$ 866.142;8/9/2016;6/9/2016;CP02;AA04;;;10004777
4500004778;COM3;7/8/2017;1008;CEN1;1000002;COMP05;3040;$ 915.922;4/9/2017;20/9/2017;CP03;AA04;;;10004778
4500004779;COM3;30/8/2016;1001;CEN1;1000005;COMP01;3102;$ 653.913;;;CP01;AA04;;;10004779
4500004780;COM1;11/12/2017;1010;CEN2;1000002;COMP02;449;$ 241.375;1/2/2018;7/2/2018;CP03;AA02;;;10004780
4500004781;COM2;21/8/2017;1004;CEN1;1000005;COMP01;2054;$ 132.370;28/8/2017;19/8/2017;CP03;AA02;;;10004781
4500004782;COM3;28/3/2017;1003;CEN1;1000005;COMP02;818;$ 501.611;15/4/2017;23/4/2017;CP02;AA04;25/4/2017;PLAZ;10004782
4500004783;COM3;23/11/2016;1001;CEN3;1000006;COMP04;4167;$ 898.569;6/1/2017;4/1/2017;CP04;AA04;;;10004783
4500004784;COM2;14/11/2017;1001;CEN2;1000002;COMP04;5634;$ 268.952;18/11/2017;13/12/2017;CP01;AA02;;;10004784
4500004785;COM3;4/11/2017;1002;CEN2;1000006;COMP03;3899;$ 735.585;18/11/2017;8/11/2017;CP01;AA02;;;10004785
4500004786;COM3;25/8/2016;1004;CEN2;1000006;COMP02;339;$ 114.036;;;CP02;AA02;;;10004786
4500004787;COM2;23/1/2016;1002;CEN2;1000003;COMP02;1311;$ 50.367;9/2/2016;27/1/2016;CP04;AA04;;;10004787
4500004788;COM1;5/12/2017;1006;CEN2;1000004;COMP01;1997;$ 693.907;16/12/2017;18/12/2017;CP02;AA02;;;10004788
4500004789;COM2;15/4/2017;1002;CEN2;1000004;COMP03;5064;$ 491.193;20/4/2017;16/4/2017;CP03;AA01;;;10004789
4500004790;COM1;13/7/2017;1007;CEN1;1000002;COMP02;2448;$ 446.995;14/7/2017;15/7/2017;CP01;AA02;;;10004790
4500004791;COM3;19/12/2017;1006;CEN1;1000002;COMP04;799;$ 797.991;18/1/2018;14/1/2018;CP04;AA03;;;10004791
4500004792;COM2;25/6/2016;1006;CEN3;1000003;COMP03;1904;$ 386.699;15/7/2016;20/7/2016;CP03;AA04;;;10004792
4500004793;COM2;28/11/2016;1007;CEN3;1000001;COMP01;2702;$ 337.955;;;CP02;AA01;;;10004793
4500004794;COM1;25/4/2016;1009;CEN1;1000001;COMP01;3512;$ 278.815;2/6/2016;15/6/2016;CP04;AA02;;;10004794
4500004795;COM2;25/8/2017;1002;CEN2;1000001;COMP04;5224;$ 216.044;13/10/2017;11/10/2017;CP02;AA04;14/10/2017;ESTA;10004795
4500004796;COM1;18/5/2017;1008;CEN2;1000005;COMP02;5293;$ 11.474;16/7/2017;29/7/2017;CP01;AA02;;;10004796
4500004797;COM2;18/6/2016;1005;CEN2;1000004;COMP04;581;$ 645.502;6/7/2016;22/6/2016;CP02;AA04;;;10004797
4500004798;COM1;2/2/2016;1007;CEN3;1000004;COMP01;2793;$ 309.880;1/3/2016;8/3/2016;CP03;AA02;;;10004798
4500004799;COM3;1/1/2016;1003;CEN3;1000005;COMP02;2391;$ 554.322;4/2/2016;1/2/2016;CP02;AA04;;;10004799
4500004800;COM3;11/7/2017;1008;CEN3;1000001;COMP05;2882;$ 446.482;;;CP01;AA01;;;10004800
4500004801;COM1;19/5/2016;1008;CEN3;1000001;COMP03;3919;$ 784.159;13/7/2016;23/6/2016;CP02;AA04;;;10004801
4500004802;COM1;13/3/2016;1005;CEN3;1000006;COMP02;2583;$ 648.993;31/3/2016;14/4/2016;CP03;AA04;;;10004802
4500004803;COM3;1/5/2016;1007;CEN3;1000002;COMP01;2040;$ 302.959;20/5/2016;13/5/2016;CP01;AA01;;;10004803
4500004804;COM1;27/12/2016;1005;CEN2;1000004;COMP01;3280;$ 211.281;15/2/2017;16/2/2017;CP03;AA02;;;10004804
4500004805;COM2;9/12/2016;1004;CEN1;1000004;COMP05;2683;$ 759.741;11/12/2016;9/12/2016;CP04;AA03;;;10004805
4500004806;COM2;25/7/2017;1000;CEN1;1000006;COMP02;225;$ 180.554;29/7/2017;30/7/2017;CP02;AA04;;;10004806
4500004807;COM2;28/4/2017;1001;CEN1;1000004;COMP02;1702;$ 453.492;;;CP04;AA02;;;10004807
4500004808;COM3;14/9/2016;1008;CEN1;1000004;COMP05;3899;$ 239.075;21/10/2016;2/11/2016;CP03;AA02;4/11/2016;CALI;10004808
4500004809;COM1;9/3/2017;1008;CEN2;1000005;COMP01;5078;$ 834.817;15/3/2017;10/3/2017;CP03;AA02;;;10004809
4500004810;COM3;5/11/2017;1004;CEN3;1000001;COMP04;572;$ 901.485;5/1/2018;8/1/2018;CP01;AA04;;;10004810
4500004811;COM3;3/9/2017;1003;CEN2;1000001;COMP01;268;$ 458.557;17/9/2017;4/9/2017;CP03;AA04;;;10004811
4500004812;COM1;13/7/2017;1004;CEN1;1000005;COMP02;2;$ 68.738;15/7/2017;16/7/2017;CP02;AA02;;;10004812
4500004813;COM2;25/2/2016;1007;CEN3;1000004;COMP05;5407;$ 200.458;5/4/2016;3/4/2016;CP02;AA04;;;10004813
4500004814;COM1;23/1/2016;1005;CEN3;1000003;COMP03;2852;$ 86.625;;;CP04;AA04;;;10004814
4500004815;COM3;4/7/2017;1009;CEN3;1000006;COMP01;2685;$ 469.056;8/7/2017;28/6/2017;CP01;AA01;;;10004815
4500004816;COM3;6/12/2017;1001;CEN1;1000002;COMP05;5494;$ 461.347;24/12/2017;2/1/2018;CP04;AA01;;;10004816
4500004817;COM3;10/12/2017;1002;CEN2;1000005;COMP03;640;$ 713.034;12/2/2018;31/1/2018;CP02;AA04;;;10004817
4500004818;COM2;24/11/2017;1009;CEN3;1000002;COMP03;4705;$ 222.684;20/12/2017;1/1/2018;CP01;;;;10004818
4500004819;COM2;21/9/2016;1003;CEN3;1000006;COMP02;1762;$ 111.823;15/10/2016;10/10/2016;CP01;AA01;;;10004819
4500004820;COM1;22/1/2017;1008;CEN3;1000003;COMP05;5651;$ 770.257;5/2/2017;12/2/2017;CP01;AA02;;;10004820
4500004821;COM1;9/7/2016;1001;CEN1;1000002;COMP04;1820;$ 337.324;;;CP04;AA03;;;10004821
4500004822;COM2;30/4/2016;1004;CEN3;1000001;COMP04;2542;$ 19.428;5/5/2016;8/5/2016;CP04;AA02;;;10004822
4500004823;COM1;26/4/2016;1007;CEN2;1000003;COMP05;3610;$ 510.577;9/6/2016;2/6/2016;CP01;AA03;;;10004823
4500004824;COM3;24/12/2017;1008;CEN1;1000002;COMP01;649;$ 680.814;1/2/2018;13/2/2018;CP04;;;;10004824
4500004825;COM3;21/10/2016;1007;CEN2;1000002;COMP02;185;$ 241.463;6/11/2016;2/11/2016;CP03;AA01;;;10004825
4500004826;COM2;11/6/2017;1003;CEN2;1000006;COMP01;1777;$ 880.857;18/6/2017;20/6/2017;CP03;AA03;;;10004826
4500004827;COM1;16/5/2016;1003;CEN1;1000001;COMP02;434;$ 707.911;22/6/2016;20/6/2016;CP04;AA02;;;10004827
4500004828;COM1;4/3/2017;1002;CEN2;1000004;COMP04;2494;$ 421.044;;;CP02;AA02;;;10004828
4500004829;COM1;23/2/2017;1009;CEN3;1000004;COMP02;4442;$ 561.441;6/3/2017;18/2/2017;CP01;AA03;;;10004829
4500004830;COM2;3/9/2017;1008;CEN3;1000001;COMP02;3802;$ 648.064;16/9/2017;26/9/2017;CP04;AA01;;;10004830
4500004831;COM3;6/12/2017;1006;CEN2;1000004;COMP05;354;$ 225.688;18/1/2018;13/1/2018;CP04;AA04;;;10004831
4500004832;COM1;7/11/2017;1003;CEN3;1000004;COMP01;677;$ 644.748;22/12/2017;4/1/2018;CP04;AA01;;;10004832
4500004833;COM3;17/7/2017;1009;CEN3;1000002;COMP05;2631;$ 303.443;28/9/2017;26/9/2017;CP04;AA03;;;10004833
4500004834;COM1;8/5/2017;1002;CEN2;1000005;COMP03;2146;$ 852.520;11/7/2017;2/8/2017;CP02;AA01;3/8/2017;ENVA;10004834
4500004835;COM3;2/7/2016;1009;CEN2;1000001;COMP01;689;$ 662.290;;;CP04;AA04;;;10004835
4500004836;COM3;26/2/2017;1007;CEN3;1000001;COMP01;1711;$ 269.094;25/3/2017;30/3/2017;CP01;AA04;;;10004836
4500004837;COM1;19/2/2017;1005;CEN1;1000006;COMP05;1305;$ 766.299;26/3/2017;25/3/2017;CP01;AA01;;;10004837
4500004838;COM3;12/6/2016;1001;CEN2;1000001;COMP02;1111;$ 944.106;6/7/2016;28/7/2016;CP03;AA04;;;10004838
4500004839;COM3;19/6/2017;1002;CEN2;1000003;COMP02;4229;$ 250.945;26/6/2017;25/6/2017;CP04;AA02;;;10004839
4500004840;COM3;14/2/2017;1004;CEN2;1000006;COMP05;1140;$ 958.661;17/2/2017;6/3/2017;CP02;AA02;;;10004840
4500004841;COM2;26/11/2016;1003;CEN2;1000006;COMP04;1467;$ 235.398;13/12/2016;30/11/2016;CP03;AA01;;;10004841
4500004842;COM2;1/7/2016;1008;CEN1;1000006;COMP04;1581;$ 288.916;;;CP01;AA02;;;10004842
4500004843;COM2;11/2/2017;1006;CEN2;1000002;COMP02;4070;$ 844.675;16/2/2017;8/2/2017;CP03;AA04;;;10004843
4500004844;COM3;15/10/2016;1008;CEN2;1000004;COMP05;3970;$ 275.287;7/12/2016;19/12/2016;CP04;AA04;;;10004844
4500004845;COM1;16/7/2017;1002;CEN2;1000006;COMP01;4297;$ 515.971;11/8/2017;15/7/2017;CP02;AA04;;;10004845
4500004846;COM3;25/12/2017;1001;CEN2;1000002;COMP03;515;$ 794.738;22/2/2018;28/2/2018;CP01;AA04;;;10004846
4500004847;COM2;22/4/2017;1008;CEN3;1000003;COMP03;2088;$ 992.981;5/6/2017;30/5/2017;CP03;AA02;1/6/2017;ESTA;10004847
4500004848;COM2;11/3/2017;1002;CEN2;1000006;COMP03;2969;$ 465.900;27/4/2017;5/5/2017;CP02;AA03;;;10004848
4500004849;COM1;21/1/2017;1010;CEN2;1000005;COMP04;3768;$ 208.755;;;CP02;AA01;;;10004849
4500004850;COM1;12/4/2016;1006;CEN2;1000005;COMP02;4773;$ 758.754;3/6/2016;21/6/2016;CP04;AA03;;;10004850
4500004851;COM2;19/10/2016;1003;CEN2;1000001;COMP03;5154;$ 691.107;11/12/2016;23/11/2016;CP03;AA04;;;10004851
4500004852;COM2;4/7/2017;1000;CEN2;1000005;COMP05;3778;$ 546.833;6/7/2017;7/7/2017;CP03;AA01;;;10004852
4500004853;COM3;10/9/2016;1009;CEN3;1000006;COMP04;1180;$ 690.379;21/9/2016;17/9/2016;CP02;AA04;;;10004853
4500004854;COM2;24/4/2016;1010;CEN3;1000004;COMP03;1130;$ 175.120;1/5/2016;6/5/2016;CP01;;;;10004854
4500004855;COM1;30/6/2017;1002;CEN1;1000002;COMP05;178;$ 310.455;13/9/2017;8/9/2017;CP04;AA03;;;10004855
4500004856;COM2;26/5/2017;1005;CEN3;1000005;COMP02;4138;$ 203.535;;;CP03;AA02;;;10004856
4500004857;COM1;5/6/2016;1010;CEN3;1000006;COMP05;4978;$ 389.569;14/7/2016;4/7/2016;CP04;AA01;;;10004857
4500004858;COM2;2/7/2017;1007;CEN1;1000004;COMP03;4850;$ 628.046;6/7/2017;21/7/2017;CP04;AA01;;;10004858
4500004859;COM3;27/3/2017;1009;CEN3;1000006;COMP01;4954;$ 431.322;10/5/2017;4/5/2017;CP01;AA03;;;10004859
4500004860;COM2;23/11/2016;1006;CEN3;1000004;COMP01;5405;$ 45.429;28/2/2017;5/3/2017;CP03;AA03;11/3/2017;PLAZ;10004860
4500004861;COM1;13/10/2016;1009;CEN3;1000006;COMP02;5550;$ 529.830;26/12/2016;17/12/2016;CP03;AA04;;;10004861
4500004862;COM1;13/9/2016;1005;CEN1;1000002;COMP04;3563;$ 29.837;14/9/2016;16/9/2016;CP04;AA03;;;10004862
4500004863;COM3;26/2/2017;1005;CEN3;1000004;COMP02;2899;$ 489.227;;;CP04;AA02;;;10004863
4500004864;COM1;31/1/2016;1008;CEN1;1000003;COMP04;1781;$ 452.947;5/2/2016;9/2/2016;CP02;AA02;;;10004864
4500004865;COM1;23/5/2017;1008;CEN3;1000006;COMP04;933;$ 20.909;30/6/2017;27/6/2017;CP03;AA04;;;10004865
4500004866;COM3;16/2/2016;1000;CEN1;1000006;COMP05;4356;$ 298.590;16/3/2016;6/4/2016;CP02;AA04;;;10004866
4500004867;COM3;8/10/2017;1004;CEN1;1000005;COMP05;195;$ 167.680;13/10/2017;9/10/2017;CP03;AA04;;;10004867
4500004868;COM3;2/1/2017;1003;CEN1;1000003;COMP01;3968;$ 713.110;21/1/2017;11/2/2017;CP01;AA01;;;10004868
4500004869;COM2;5/3/2017;1003;CEN2;1000005;COMP05;4496;$ 850.840;19/4/2017;30/3/2017;CP01;AA02;;;10004869
4500004870;COM3;20/1/2017;1004;CEN3;1000002;COMP04;2806;$ 120.265;;;CP04;AA04;;;10004870
4500004871;COM1;20/3/2017;1003;CEN1;1000006;COMP01;794;$ 285.830;6/5/2017;3/5/2017;CP02;AA01;;;10004871
4500004872;COM1;31/10/2017;1009;CEN2;1000004;COMP02;228;$ 241.738;26/12/2017;2/1/2018;CP04;AA02;;;10004872
4500004873;COM3;20/8/2016;1001;CEN2;1000001;COMP03;5016;$ 641.562;28/9/2016;22/9/2016;CP01;AA02;24/9/2016;PLAZ;10004873
4500004874;COM2;4/10/2017;1006;CEN2;1000005;COMP03;337;$ 358.546;22/11/2017;23/11/2017;CP01;AA01;;;10004874
4500004875;COM1;15/8/2016;1009;CEN3;1000005;COMP02;2796;$ 611.633;17/8/2016;9/8/2016;CP02;AA03;;;10004875
4500004876;COM1;24/8/2016;1009;CEN3;1000004;COMP05;3224;$ 948.134;3/9/2016;14/9/2016;CP02;;;;10004876
4500004877;COM2;8/12/2016;1008;CEN2;1000005;COMP02;1295;$ 337.097;;;CP01;AA03;;;10004877
4500004878;COM1;2/10/2017;1003;CEN2;1000003;COMP03;4016;$ 68.604;15/10/2017;21/10/2017;CP03;AA02;;;10004878
4500004879;COM1;20/8/2017;1002;CEN3;1000001;COMP03;224;$ 904.470;17/9/2017;13/9/2017;CP02;AA03;;;10004879
4500004880;COM2;22/12/2016;1005;CEN3;1000003;COMP02;1212;$ 506.936;29/12/2016;5/1/2017;CP02;AA03;;;10004880
4500004881;COM1;7/1/2017;1007;CEN3;1000002;COMP03;2160;$ 70.472;17/3/2017;13/3/2017;CP04;AA03;;;10004881
4500004882;COM2;10/8/2017;1010;CEN1;1000003;COMP02;967;$ 616.673;12/8/2017;13/8/2017;CP04;AA02;;;10004882
4500004883;COM3;2/8/2017;1005;CEN3;1000004;COMP01;496;$ 570.263;9/8/2017;1/8/2017;CP02;AA02;;;10004883
4500004884;COM1;23/7/2016;1007;CEN1;1000006;COMP03;1005;$ 817.543;;;CP02;AA03;;;10004884
4500004885;COM3;7/2/2016;1005;CEN2;1000001;COMP01;3660;$ 335.529;12/4/2016;10/4/2016;CP04;AA01;;;10004885
4500004886;COM3;16/11/2016;1008;CEN1;1000005;COMP04;2210;$ 381.715;23/11/2016;28/11/2016;CP04;AA01;1/12/2016;ENVA;10004886
4500004887;COM1;11/11/2016;1004;CEN1;1000001;COMP01;5678;$ 267.437;31/12/2016;30/12/2016;CP01;AA01;;;10004887
4500004888;COM1;2/5/2017;1006;CEN2;1000004;COMP03;1437;$ 570.431;19/5/2017;21/5/2017;CP03;AA04;;;10004888
4500004889;COM1;1/10/2017;1005;CEN1;1000002;COMP02;4490;$ 542.199;16/10/2017;13/10/2017;CP03;AA02;;;10004889
4500004890;COM1;17/1/2016;1010;CEN1;1000003;COMP04;1630;$ 49.958;19/1/2016;20/1/2016;CP04;AA04;;;10004890
4500004891;COM2;25/7/2017;1005;CEN1;1000005;COMP05;4026;$ 695.042;;;CP01;AA02;;;10004891
4500004892;COM3;21/7/2017;1010;CEN3;1000003;COMP02;3779;$ 69.258;2/9/2017;6/9/2017;CP04;AA03;;;10004892
4500004893;COM3;11/9/2017;1010;CEN1;1000004;COMP03;5301;$ 129.061;5/10/2017;4/10/2017;CP01;AA03;;;10004893
4500004894;COM1;18/5/2016;1010;CEN3;1000003;COMP02;2305;$ 169.390;20/5/2016;21/5/2016;CP02;AA03;;;10004894
4500004895;COM1;21/6/2017;1010;CEN2;1000001;COMP02;5110;$ 143.762;14/7/2017;29/6/2017;CP03;AA04;;;10004895
4500004896;COM3;12/12/2016;1004;CEN2;1000002;COMP01;262;$ 637.510;11/1/2017;16/1/2017;CP01;AA04;;;10004896
4500004897;COM1;10/11/2016;1007;CEN3;1000004;COMP03;3425;$ 524.866;25/11/2016;8/11/2016;CP01;AA02;;;10004897
4500004898;COM1;12/4/2016;1006;CEN1;1000002;COMP03;1554;$ 389.227;;;CP03;AA03;;;10004898
4500004899;COM3;21/9/2017;1001;CEN3;1000002;COMP04;1489;$ 994.492;25/9/2017;6/9/2017;CP02;AA01;8/9/2017;CALI;10004899
4500004900;COM3;23/8/2017;1005;CEN1;1000004;COMP01;1028;$ 45.539;18/9/2017;19/9/2017;CP01;AA01;;;10004900
4500004901;COM1;6/7/2016;1001;CEN1;1000003;COMP02;1507;$ 821.380;10/9/2016;8/9/2016;CP02;AA01;;;10004901
4500004902;COM3;14/3/2017;1001;CEN3;1000005;COMP03;608;$ 6.947;9/4/2017;10/4/2017;CP04;AA04;;;10004902
4500004903;COM1;24/11/2017;1003;CEN1;1000004;COMP02;3064;$ 376.592;14/2/2018;12/2/2018;CP04;;;;10004903
4500004904;COM2;23/3/2016;1005;CEN2;1000003;COMP05;735;$ 128.768;20/4/2016;1/5/2016;CP03;AA04;;;10004904
4500004905;COM1;8/5/2017;1005;CEN3;1000004;COMP04;4641;$ 869.197;;;CP03;AA03;;;10004905
4500004906;COM1;16/1/2016;1001;CEN3;1000005;COMP02;3399;$ 494.880;21/1/2016;11/2/2016;CP02;AA04;;;10004906
4500004907;COM2;30/9/2016;1003;CEN3;1000004;COMP03;5448;$ 886.053;25/11/2016;21/11/2016;CP04;AA04;;;10004907
4500004908;COM1;29/9/2017;1007;CEN1;1000001;COMP02;4428;$ 890.451;2/10/2017;9/10/2017;CP04;AA03;;;10004908
4500004909;COM3;21/2/2017;1008;CEN1;1000001;COMP01;236;$ 361.047;17/4/2017;15/4/2017;CP04;AA04;;;10004909
4500004910;COM2;11/7/2016;1009;CEN1;1000006;COMP04;4308;$ 768.671;3/8/2016;6/8/2016;CP04;AA01;;;10004910
4500004911;COM2;25/10/2016;1009;CEN1;1000005;COMP02;1991;$ 763.472;14/12/2016;9/12/2016;CP02;AA03;;;10004911
4500004912;COM3;17/2/2017;1005;CEN2;1000004;COMP04;2037;$ 961.678;;;CP01;AA01;;;10004912
4500004913;COM3;24/4/2016;1004;CEN3;1000002;COMP03;1819;$ 227.647;1/7/2016;30/6/2016;CP04;;;;10004913
4500004914;COM3;2/8/2016;1006;CEN1;1000002;COMP01;1255;$ 276.659;15/8/2016;31/8/2016;CP04;AA02;;;10004914
4500004915;COM2;18/7/2017;1006;CEN1;1000002;COMP04;3078;$ 225.953;30/7/2017;25/7/2017;CP02;AA01;;;10004915
4500004916;COM3;11/3/2016;1004;CEN2;1000001;COMP05;1928;$ 40.424;15/4/2016;16/4/2016;CP04;AA03;;;10004916
4500004917;COM2;4/4/2016;1004;CEN3;1000002;COMP02;4915;$ 272.625;10/5/2016;3/5/2016;CP04;AA01;;;10004917
4500004918;COM3;2/12/2017;1001;CEN3;1000005;COMP03;2615;$ 633.011;9/12/2017;29/12/2017;CP01;AA04;;;10004918
4500004919;COM2;2/9/2017;1008;CEN2;1000001;COMP01;2198;$ 380.914;;;CP03;AA03;;;10004919
4500004920;COM1;27/9/2016;1005;CEN2;1000006;COMP03;4824;$ 123.005;21/12/2016;24/12/2016;CP01;AA01;;;10004920
4500004921;COM2;28/3/2016;1003;CEN3;1000001;COMP01;2667;$ 73.448;29/4/2016;8/4/2016;CP03;AA04;;;10004921
4500004922;COM2;10/12/2017;1007;CEN1;1000005;COMP05;3150;$ 136.051;12/12/2017;22/12/2017;CP03;AA02;;;10004922
4500004923;COM3;27/7/2017;1007;CEN2;1000003;COMP01;5176;$ 792.176;8/9/2017;27/8/2017;CP03;AA01;;;10004923
4500004924;COM2;13/5/2016;1009;CEN2;1000004;COMP04;5553;$ 438.421;16/6/2016;17/6/2016;CP02;AA02;;;10004924
4500004925;COM1;29/8/2017;1004;CEN2;1000005;COMP02;3007;$ 333.475;30/10/2017;9/10/2017;CP03;AA02;11/10/2017;CANT;10004925
4500004926;COM2;23/8/2017;1010;CEN1;1000001;COMP03;2069;$ 462.897;;;CP02;AA02;;;10004926
4500004927;COM3;11/8/2017;1000;CEN2;1000001;COMP04;3765;$ 632.989;22/8/2017;4/8/2017;CP03;AA04;;;10004927
4500004928;COM2;1/8/2017;1010;CEN1;1000001;COMP02;3028;$ 639.723;9/8/2017;17/8/2017;CP02;AA04;;;10004928
4500004929;COM3;11/8/2016;1003;CEN1;1000004;COMP03;4872;$ 736.197;5/10/2016;3/10/2016;CP03;AA02;;;10004929
4500004930;COM2;25/11/2016;1004;CEN3;1000005;COMP02;3592;$ 131.794;29/11/2016;3/12/2016;CP03;AA03;;;10004930
4500004931;COM2;17/10/2017;1003;CEN2;1000002;COMP03;2053;$ 613.046;22/11/2017;20/11/2017;CP01;AA02;;;10004931
4500004932;COM1;5/1/2016;1000;CEN1;1000004;COMP01;702;$ 29.319;8/1/2016;23/1/2016;CP01;AA03;;;10004932
4500004933;COM1;11/1/2016;1002;CEN3;1000002;COMP03;1550;$ 497.862;;;CP01;AA02;;;10004933
4500004934;COM1;28/8/2017;1010;CEN3;1000004;COMP04;99;$ 996.492;21/10/2017;30/10/2017;CP01;AA02;;;10004934
4500004935;COM3;5/7/2016;1003;CEN1;1000004;COMP03;231;$ 337.724;23/8/2016;31/7/2016;CP02;AA01;;;10004935
4500004936;COM3;15/4/2016;1002;CEN3;1000005;COMP05;657;$ 861.166;23/4/2016;25/4/2016;CP01;AA04;;;10004936
4500004937;COM1;9/9/2017;1003;CEN3;1000004;COMP05;1768;$ 568.434;14/9/2017;12/9/2017;CP01;AA04;;;10004937
4500004938;COM3;15/9/2016;1008;CEN1;1000001;COMP05;2144;$ 666.191;8/10/2016;21/10/2016;CP01;AA02;22/10/2016;ESTA;10004938
4500004939;COM2;12/6/2017;1006;CEN1;1000002;COMP01;2960;$ 128.034;8/7/2017;6/7/2017;CP02;AA04;;;10004939
4500004940;COM1;30/11/2017;1007;CEN1;1000001;COMP03;158;$ 165.232;;;CP01;AA04;;;10004940
4500004941;COM1;28/1/2017;1001;CEN3;1000004;COMP03;3211;$ 973.358;27/3/2017;22/3/2017;CP01;AA04;;;10004941
4500004942;COM2;9/1/2017;1005;CEN2;1000001;COMP03;920;$ 719.036;27/2/2017;4/3/2017;CP03;AA03;;;10004942
4500004943;COM1;21/3/2017;1001;CEN3;1000001;COMP05;2734;$ 359.007;5/5/2017;29/4/2017;CP02;AA01;;;10004943
4500004944;COM1;13/11/2016;1004;CEN2;1000001;COMP05;3434;$ 38.530;2/12/2016;17/12/2016;CP02;AA02;;;10004944
4500004945;COM1;28/12/2017;1002;CEN3;1000004;COMP03;2614;$ 674.350;26/2/2018;25/2/2018;CP03;AA01;;;10004945
4500004946;COM1;17/7/2017;1005;CEN2;1000004;COMP03;261;$ 264.571;21/7/2017;6/8/2017;CP02;AA02;;;10004946
4500004947;COM2;26/5/2016;1009;CEN3;1000002;COMP01;3242;$ 868.233;;;CP03;AA01;;;10004947
4500004948;COM1;23/4/2016;1008;CEN3;1000002;COMP01;4650;$ 536.636;17/5/2016;22/5/2016;CP04;AA04;;;10004948
4500004949;COM2;20/9/2017;1006;CEN2;1000002;COMP01;4237;$ 175.258;25/9/2017;22/9/2017;CP04;AA03;;;10004949
4500004950;COM1;1/9/2016;1006;CEN3;1000002;COMP01;1943;$ 994.214;15/9/2016;22/9/2016;CP04;AA03;;;10004950
4500004951;COM2;10/11/2016;1000;CEN2;1000004;COMP01;986;$ 497.428;18/11/2016;15/11/2016;CP04;AA01;16/11/2016;ESTA;10004951
4500004952;COM2;7/5/2017;1010;CEN2;1000002;COMP01;478;$ 478.534;21/5/2017;1/6/2017;CP03;AA02;;;10004952
4500004953;COM1;23/10/2016;1005;CEN2;1000002;COMP05;2821;$ 253.085;23/11/2016;19/11/2016;CP04;AA04;;;10004953
4500004954;COM1;29/12/2016;1005;CEN2;1000004;COMP05;2591;$ 171.857;;;CP02;AA01;;;10004954
4500004955;COM1;18/5/2016;1002;CEN2;1000005;COMP03;4465;$ 840.966;2/6/2016;23/5/2016;CP03;AA02;;;10004955
4500004956;COM1;22/3/2016;1003;CEN2;1000004;COMP03;3109;$ 145.137;17/4/2016;28/4/2016;CP02;AA04;;;10004956
4500004957;COM1;3/6/2016;1001;CEN1;1000004;COMP05;1066;$ 960.071;4/7/2016;28/6/2016;CP03;AA01;;;10004957
4500004958;COM3;6/5/2016;1010;CEN3;1000005;COMP05;1789;$ 627.702;2/7/2016;9/7/2016;CP01;AA01;;;10004958
4500004959;COM1;21/9/2017;1008;CEN3;1000005;COMP02;3556;$ 674.878;16/12/2017;26/11/2017;CP01;AA01;;;10004959
4500004960;COM2;26/9/2016;1002;CEN3;1000003;COMP03;1038;$ 423.425;5/12/2016;11/12/2016;CP01;AA03;;;10004960
4500004961;COM2;11/8/2016;1000;CEN2;1000004;COMP02;3234;$ 205.930;;;CP04;AA03;;;10004961
4500004962;COM2;29/3/2017;1003;CEN2;1000006;COMP03;2512;$ 417.089;1/4/2017;23/4/2017;CP01;AA04;;;10004962
4500004963;COM2;2/6/2016;1002;CEN2;1000003;COMP03;4769;$ 505.015;14/6/2016;4/6/2016;CP03;AA01;;;10004963
4500004964;COM1;16/2/2017;1001;CEN1;1000006;COMP01;4579;$ 622.272;31/3/2017;11/4/2017;CP01;AA02;12/4/2017;PLAZ;10004964
